"DEMO_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRY","Paraguay","2020","2020",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PER","Peru","2016","2016",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PER","Peru","2017","2017",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PER","Peru","2018","2018",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PER","Peru","2019","2019",2.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PER","Peru","2020","2020",2.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRI","Puerto Rico","2016","2016",1.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRI","Puerto Rico","2017","2017",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRI","Puerto Rico","2018","2018",1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRI","Puerto Rico","2019","2019",1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRI","Puerto Rico","2020","2020",0.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RUS","Russian Federation","2016","2016",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RUS","Russian Federation","2017","2017",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RUS","Russian Federation","2018","2018",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RUS","Russian Federation","2019","2019",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RUS","Russian Federation","2020","2020",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RWA","Rwanda","2016","2016",4.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RWA","Rwanda","2017","2017",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RWA","Rwanda","2018","2018",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RWA","Rwanda","2019","2019",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RWA","Rwanda","2020","2020",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VCT","Saint Vincent and the Grenadines","2016","2016",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VCT","Saint Vincent and the Grenadines","2017","2017",1.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VCT","Saint Vincent and the Grenadines","2018","2018",1.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VCT","Saint Vincent and the Grenadines","2019","2019",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VCT","Saint Vincent and the Grenadines","2020","2020",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","WSM","Samoa","2016","2016",4.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","WSM","Samoa","2017","2017",4.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","WSM","Samoa","2018","2018",4.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","WSM","Samoa","2019","2019",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","WSM","Samoa","2020","2020",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SAU","Saudi Arabia","2016","2016",2.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SAU","Saudi Arabia","2017","2017",2.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SAU","Saudi Arabia","2018","2018",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SAU","Saudi Arabia","2019","2019",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SAU","Saudi Arabia","2020","2020",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYC","Seychelles","2016","2016",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYC","Seychelles","2017","2017",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYC","Seychelles","2018","2018",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYC","Seychelles","2019","2019",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYC","Seychelles","2020","2020",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLE","Sierra Leone","2016","2016",4.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLE","Sierra Leone","2017","2017",4.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLE","Sierra Leone","2018","2018",4.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLE","Sierra Leone","2019","2019",4.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLE","Sierra Leone","2020","2020",4.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SGP","Singapore","2016","2016",1.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SGP","Singapore","2017","2017",1.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SGP","Singapore","2018","2018",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SGP","Singapore","2019","2019",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SGP","Singapore","2020","2020",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLB","Solomon Islands","2016","2016",4.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLB","Solomon Islands","2017","2017",4.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLB","Solomon Islands","2018","2018",4.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLB","Solomon Islands","2019","2019",4.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLB","Solomon Islands","2020","2020",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SDN","Sudan","2016","2016",4.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SDN","Sudan","2017","2017",4.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SDN","Sudan","2018","2018",4.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SDN","Sudan","2019","2019",4.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SDN","Sudan","2020","2020",4.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYR","Syrian Arab Republic","2016","2016",3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYR","Syrian Arab Republic","2017","2017",2.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYR","Syrian Arab Republic","2018","2018",2.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYR","Syrian Arab Republic","2019","2019",2.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYR","Syrian Arab Republic","2020","2020",2.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TLS","Timor-Leste","2016","2016",3.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TLS","Timor-Leste","2017","2017",3.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TLS","Timor-Leste","2018","2018",3.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TLS","Timor-Leste","2019","2019",3.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TLS","Timor-Leste","2020","2020",3.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TGO","Togo","2016","2016",4.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TGO","Togo","2017","2017",4.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TGO","Togo","2018","2018",4.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TGO","Togo","2019","2019",4.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TGO","Togo","2020","2020",4.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","URY","Uruguay","2016","2016",1.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","URY","Uruguay","2017","2017",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","URY","Uruguay","2018","2018",1.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","URY","Uruguay","2019","2019",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","URY","Uruguay","2020","2020",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","UZB","Uzbekistan","2016","2016",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","UZB","Uzbekistan","2017","2017",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","UZB","Uzbekistan","2018","2018",2.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","UZB","Uzbekistan","2019","2019",2.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","UZB","Uzbekistan","2020","2020",2.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VUT","Vanuatu","2016","2016",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VUT","Vanuatu","2017","2017",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VUT","Vanuatu","2018","2018",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VUT","Vanuatu","2019","2019",3.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VUT","Vanuatu","2020","2020",3.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VEN","Venezuela (Bolivarian Republic of)","2017","2017",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VEN","Venezuela (Bolivarian Republic of)","2018","2018",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VEN","Venezuela (Bolivarian Republic of)","2019","2019",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VEN","Venezuela (Bolivarian Republic of)","2020","2020",2.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VIR","United States Virgin Islands","2016","2016",2.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VIR","United States Virgin Islands","2017","2017",2.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VIR","United States Virgin Islands","2018","2018",2.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VIR","United States Virgin Islands","2019","2019",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VIR","United States Virgin Islands","2020","2020",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","YEM","Yemen","2016","2016",4.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","YEM","Yemen","2017","2017",4.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","YEM","Yemen","2018","2018",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","YEM","Yemen","2019","2019",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","YEM","Yemen","2020","2020",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZMB","Zambia","2016","2016",4.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZMB","Zambia","2017","2017",4.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZMB","Zambia","2018","2018",4.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZMB","Zambia","2019","2019",4.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZMB","Zambia","2020","2020",4.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZWE","Zimbabwe","2016","2016",3.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZWE","Zimbabwe","2017","2017",3.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZWE","Zimbabwe","2018","2018",3.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZWE","Zimbabwe","2019","2019",3.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZWE","Zimbabwe","2020","2020",3.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAC","China, Macao Special Administrative Region","2016","2016",1.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAC","China, Macao Special Administrative Region","2017","2017",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAC","China, Macao Special Administrative Region","2018","2018",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAC","China, Macao Special Administrative Region","2019","2019",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAC","China, Macao Special Administrative Region","2020","2020",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SRB","Serbia","2016","2016",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SRB","Serbia","2017","2017",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SRB","Serbia","2018","2018",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SRB","Serbia","2019","2019",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SRB","Serbia","2020","2020",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MNE","Montenegro","2016","2016",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MNE","Montenegro","2017","2017",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MNE","Montenegro","2018","2018",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MNE","Montenegro","2019","2019",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MNE","Montenegro","2020","2020",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CUW","Curaçao","2016","2016",1.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CUW","Curaçao","2017","2017",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CUW","Curaçao","2018","2018",1.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CUW","Curaçao","2019","2019",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CUW","Curaçao","2020","2020",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAF","Saint-Martin (French part)","2016","2016",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAF","Saint-Martin (French part)","2017","2017",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAF","Saint-Martin (French part)","2018","2018",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAF","Saint-Martin (French part)","2019","2019",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAF","Saint-Martin (French part)","2020","2020",2.4,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUS","Australia","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUS","Australia","2017","2017",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUS","Australia","2018","2018",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUS","Australia","2019","2019",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUS","Australia","2020","2020",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUT","Austria","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUT","Austria","2017","2017",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUT","Austria","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUT","Austria","2019","2019",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUT","Austria","2020","2020",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BEL","Belgium","2016","2016",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BEL","Belgium","2017","2017",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BEL","Belgium","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BEL","Belgium","2019","2019",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BEL","Belgium","2020","2020",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CAN","Canada","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CAN","Canada","2017","2017",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CAN","Canada","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CAN","Canada","2019","2019",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CAN","Canada","2020","2020",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CZE","Czechia","2016","2016",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CZE","Czechia","2017","2017",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CZE","Czechia","2018","2018",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CZE","Czechia","2019","2019",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CZE","Czechia","2020","2020",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DNK","Denmark","2016","2016",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DNK","Denmark","2017","2017",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DNK","Denmark","2018","2018",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DNK","Denmark","2019","2019",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DNK","Denmark","2020","2020",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FIN","Finland","2016","2016",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FIN","Finland","2017","2017",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FIN","Finland","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FIN","Finland","2019","2019",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FIN","Finland","2020","2020",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FRA","France","2016","2016",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FRA","France","2017","2017",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FRA","France","2018","2018",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FRA","France","2019","2019",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FRA","France","2020","2020",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DEU","Germany","2016","2016",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DEU","Germany","2017","2017",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DEU","Germany","2018","2018",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DEU","Germany","2019","2019",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DEU","Germany","2020","2020",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GRC","Greece","2016","2016",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GRC","Greece","2017","2017",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GRC","Greece","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GRC","Greece","2019","2019",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GRC","Greece","2020","2020",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HUN","Hungary","2016","2016",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HUN","Hungary","2017","2017",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HUN","Hungary","2018","2018",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HUN","Hungary","2019","2019",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HUN","Hungary","2020","2020",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ISL","Iceland","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ISL","Iceland","2017","2017",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ISL","Iceland","2018","2018",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ISL","Iceland","2019","2019",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ISL","Iceland","2020","2020",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IRL","Ireland","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IRL","Ireland","2017","2017",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IRL","Ireland","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IRL","Ireland","2019","2019",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IRL","Ireland","2020","2020",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ITA","Italy","2016","2016",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ITA","Italy","2017","2017",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ITA","Italy","2018","2018",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ITA","Italy","2019","2019",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ITA","Italy","2020","2020",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","JPN","Japan","2016","2016",84,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","JPN","Japan","2017","2017",84,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","JPN","Japan","2018","2018",84,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","JPN","Japan","2019","2019",84,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","JPN","Japan","2020","2020",85,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","KOR","Republic of Korea","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","KOR","Republic of Korea","2017","2017",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","KOR","Republic of Korea","2018","2018",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","KOR","Republic of Korea","2019","2019",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","KOR","Republic of Korea","2020","2020",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","LUX","Luxembourg","2016","2016",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","LUX","Luxembourg","2017","2017",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","LUX","Luxembourg","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","LUX","Luxembourg","2019","2019",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","LUX","Luxembourg","2020","2020",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MEX","Mexico","2016","2016",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MEX","Mexico","2017","2017",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MEX","Mexico","2018","2018",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MEX","Mexico","2019","2019",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MEX","Mexico","2020","2020",70,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NLD","Netherlands","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NLD","Netherlands","2017","2017",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NLD","Netherlands","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NLD","Netherlands","2019","2019",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NLD","Netherlands","2020","2020",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NZL","New Zealand","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NZL","New Zealand","2017","2017",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NZL","New Zealand","2018","2018",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NZL","New Zealand","2019","2019",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NZL","New Zealand","2020","2020",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NOR","Norway","2016","2016",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NOR","Norway","2017","2017",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NOR","Norway","2018","2018",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NOR","Norway","2019","2019",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NOR","Norway","2020","2020",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","POL","Poland","2016","2016",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","POL","Poland","2017","2017",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","POL","Poland","2018","2018",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","POL","Poland","2019","2019",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","POL","Poland","2020","2020",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","PRT","Portugal","2016","2016",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","PRT","Portugal","2017","2017",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","PRT","Portugal","2018","2018",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","PRT","Portugal","2019","2019",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","PRT","Portugal","2020","2020",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SVK","Slovakia","2016","2016",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SVK","Slovakia","2017","2017",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SVK","Slovakia","2018","2018",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SVK","Slovakia","2019","2019",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SVK","Slovakia","2020","2020",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AFG","Afghanistan","2016","2016",63,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AFG","Afghanistan","2017","2017",63,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AFG","Afghanistan","2018","2018",63,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AFG","Afghanistan","2019","2019",64,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AFG","Afghanistan","2020","2020",63,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ALB","Albania","2016","2016",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ALB","Albania","2017","2017",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ALB","Albania","2018","2018",79,,
